dataset_name,model_name,user_id,item_id,rank,score,dominant_factors_3,dominant_factors_5,dominant_factors_10,fidelity_at_2,fidelity_at_3,fidelity_at_5,fidelity_at_10
ml_latest_small,coupled_nmf,65,2160,9,4.309695243835449,"f26,f12,f6","f26,f12,f6,f25,f11","f26,f12,f6,f25,f11,f21,f18,f8,f24,f32",0.06222790852189064,0.09153027832508087,0.14871664345264435,0.2875427007675171
ml_latest_small,coupled_nmf,49,2160,10,4.560681343078613,"f28,f26,f3","f28,f26,f3,f32,f25","f28,f26,f3,f32,f25,f12,f21,f13,f18,f23",0.0640454888343811,0.09325810521841049,0.15126875042915344,0.2902427911758423
ml_latest_small,coupled_nmf,69,1104,10,4.995460510253906,"f1,f15,f26","f1,f15,f26,f35,f10","f1,f15,f26,f35,f10,f23,f36,f6,f37,f38",0.06173770874738693,0.0919281467795372,0.15114480257034302,0.2902638614177704
ml_latest_small,coupled_nmf,72,2160,10,4.707103252410889,"f40,f18,f32","f40,f18,f32,f26,f6","f40,f18,f32,f26,f6,f17,f28,f27,f3,f23",0.06435176730155945,0.0955268144607544,0.1546308845281601,0.29107746481895447
ml_latest_small,coupled_nmf,70,2160,9,4.7611589431762695,"f25,f18,f8","f25,f18,f8,f24,f21","f25,f18,f8,f24,f21,f6,f26,f27,f22,f11",0.06500367820262909,0.09463390707969666,0.15157006680965424,0.29122015833854675
ml_latest_small,coupled_nmf,30,2160,10,5.094884872436523,"f28,f24,f12","f28,f24,f12,f9,f40","f28,f24,f12,f9,f40,f21,f3,f25,f10,f27",0.06331314146518707,0.09309020638465881,0.15188826620578766,0.2928844392299652
ml_latest_small,coupled_nmf,69,1235,6,5.026504039764404,"f2,f35,f39","f2,f35,f39,f28,f17","f2,f35,f39,f28,f17,f40,f1,f6,f26,f32",0.06554806232452393,0.09489560127258301,0.15323716402053833,0.2929592430591583
ml_latest_small,coupled_nmf,99,1235,7,5.392141819000244,"f1,f25,f33","f1,f25,f33,f32,f35","f1,f25,f33,f32,f35,f21,f14,f7,f19,f23",0.06507845222949982,0.09451671689748764,0.1527145653963089,0.29440903663635254
ml_latest_small,coupled_nmf,17,2160,8,4.55023193359375,"f32,f8,f27","f32,f8,f27,f28,f26","f32,f8,f27,f28,f26,f40,f2,f9,f25,f21",0.06291748583316803,0.09350360929965973,0.15419164299964905,0.2955155670642853
ml_latest_small,coupled_nmf,16,2160,10,3.9978907108306885,"f12,f28,f40","f12,f28,f40,f27,f9","f12,f28,f40,f27,f9,f25,f31,f6,f21,f11",0.06317586451768875,0.09321530163288116,0.15260478854179382,0.29553550481796265
ml_latest_small,coupled_nmf,69,2160,9,4.997308254241943,"f28,f26,f24","f28,f26,f24,f17,f6","f28,f26,f24,f17,f6,f12,f37,f21,f40,f30",0.06521625071763992,0.09590809047222137,0.15597029030323029,0.2956595718860626
