dataset_name,model_name,user_id,item_id,rank,score,dominant_factors_3,dominant_factors_5,dominant_factors_10,fidelity_at_2,fidelity_at_3,fidelity_at_5,fidelity_at_10
ml_latest_small,coupled_nmf,1,1204,1,5.33174991607666,"f12,f22,f37","f12,f22,f37,f26,f14","f12,f22,f37,f26,f14,f34,f9,f28,f19,f8",0.07346383482217789,0.10835236310958862,0.17493127286434174,0.3286993205547333
ml_latest_small,coupled_nmf,1,904,2,5.284067153930664,"f26,f12,f37","f26,f12,f37,f22,f14","f26,f12,f37,f22,f14,f8,f16,f13,f6,f29",0.0788588896393776,0.11571687459945679,0.1872849017381668,0.348313570022583
ml_latest_small,coupled_nmf,1,898,3,5.281895637512207,"f37,f22,f12","f37,f22,f12,f20,f11","f37,f22,f12,f20,f11,f14,f28,f16,f26,f24",0.07450741529464722,0.10788711905479431,0.17138944566249847,0.32238227128982544
ml_latest_small,coupled_nmf,1,1235,4,5.202785491943359,"f8,f16,f22","f8,f16,f22,f15,f19","f8,f16,f22,f15,f19,f12,f25,f2,f32,f35",0.07418396323919296,0.10953816026449203,0.17328640818595886,0.32437336444854736
ml_latest_small,coupled_nmf,1,1223,5,5.1987433433532715,"f15,f22,f12","f15,f22,f12,f9,f26","f15,f22,f12,f9,f26,f11,f8,f28,f2,f29",0.07581163197755814,0.10972069203853607,0.17567840218544006,0.33153781294822693
ml_latest_small,coupled_nmf,1,1276,6,5.163609504699707,"f12,f37,f22","f12,f37,f22,f14,f6","f12,f37,f22,f14,f6,f20,f26,f13,f16,f15",0.07530772686004639,0.11173741519451141,0.18152351677417755,0.3412637710571289
ml_latest_small,coupled_nmf,1,2160,7,5.149080276489258,"f12,f26,f8","f12,f26,f8,f25,f9","f12,f26,f8,f25,f9,f28,f37,f6,f11,f34",0.07048971951007843,0.1032906249165535,0.16656041145324707,0.3145444989204407
ml_latest_small,coupled_nmf,1,1148,8,5.143245697021484,"f37,f16,f26","f37,f16,f26,f6,f11","f37,f16,f26,f6,f11,f14,f2,f22,f8,f15",0.08481207489967346,0.12041806429624557,0.18790720403194427,0.34579116106033325
ml_latest_small,coupled_nmf,1,908,9,5.142285346984863,"f22,f14,f26","f22,f14,f26,f40,f24","f22,f14,f26,f40,f24,f20,f12,f8,f25,f3",0.07246964424848557,0.1067972183227539,0.1725565791130066,0.32850056886672974
ml_latest_small,coupled_nmf,1,1945,10,5.142037391662598,"f12,f37,f15","f12,f37,f15,f22,f6","f12,f37,f15,f22,f6,f26,f17,f11,f16,f14",0.07390794903039932,0.10914334654808044,0.17798170447349548,0.33302628993988037
ml_latest_small,coupled_nmf,2,1204,1,4.363873481750488,"f22,f21,f6","f22,f21,f6,f9,f26","f22,f21,f6,f9,f26,f28,f2,f14,f8,f10",0.06613843888044357,0.09759155660867691,0.1587163507938385,0.3021218180656433
ml_latest_small,coupled_nmf,2,898,2,4.335440158843994,"f24,f33,f22","f24,f33,f22,f21,f11","f24,f33,f22,f21,f11,f3,f4,f28,f20,f30",0.06724142283201218,0.09917581081390381,0.16226711869239807,0.31031155586242676
ml_latest_small,coupled_nmf,2,908,3,4.272512435913086,"f21,f24,f40","f21,f24,f40,f22,f3","f21,f24,f40,f22,f3,f14,f26,f2,f33,f20",0.07599480450153351,0.11113955825567245,0.18126019835472107,0.3301301598548889
ml_latest_small,coupled_nmf,2,1235,4,4.272252559661865,"f8,f22,f39","f8,f22,f39,f21,f2","f8,f22,f39,f21,f2,f27,f6,f40,f35,f19",0.06936400383710861,0.102411188185215,0.1654074341058731,0.314240425825119
ml_latest_small,coupled_nmf,2,904,5,4.272190093994141,"f26,f6,f22","f26,f6,f22,f8,f2","f26,f6,f22,f8,f2,f14,f28,f39,f10,f36",0.07128284126520157,0.10598481446504593,0.17104396224021912,0.3212438225746155
ml_latest_small,coupled_nmf,2,2959,6,4.2430572509765625,"f17,f6,f14","f17,f6,f14,f39,f16","f17,f6,f14,f39,f16,f38,f26,f11,f5,f9",0.08409139513969421,0.12532062828540802,0.20563679933547974,0.3826001286506653
ml_latest_small,coupled_nmf,2,1223,7,4.241054534912109,"f22,f15,f9","f22,f15,f9,f6,f11","f22,f15,f9,f6,f11,f2,f4,f28,f31,f8",0.06910981237888336,0.10165493190288544,0.16634966433048248,0.3208450973033905
ml_latest_small,coupled_nmf,2,1104,8,4.235805511474609,"f15,f21,f22","f15,f21,f22,f6,f4","f15,f21,f22,f6,f4,f27,f3,f39,f11,f8",0.06328238546848297,0.09446755051612854,0.1542128622531891,0.29999619722366333
ml_latest_small,coupled_nmf,2,2160,9,4.230771064758301,"f21,f27,f6","f21,f27,f6,f24,f8","f21,f27,f6,f24,f8,f25,f9,f26,f28,f11",0.06660447269678116,0.09900246560573578,0.16228236258029938,0.3118545114994049
ml_latest_small,coupled_nmf,2,750,10,4.227396011352539,"f24,f22,f6","f24,f22,f6,f21,f35","f24,f22,f6,f21,f35,f39,f2,f40,f31,f38",0.07854399085044861,0.11480791121721268,0.18625375628471375,0.3552522659301758
ml_latest_small,coupled_nmf,3,904,1,1.7131949663162231,"f26,f12,f1","f26,f12,f1,f4,f10","f26,f12,f1,f4,f10,f32,f15,f13,f25,f28",0.1079130470752716,0.1518733948469162,0.23364432156085968,0.41540083289146423
ml_latest_small,coupled_nmf,3,1204,2,1.713106393814087,"f26,f12,f4","f26,f12,f4,f18,f10","f26,f12,f4,f18,f10,f15,f1,f25,f9,f28",0.09787797182798386,0.14394527673721313,0.22158706188201904,0.4007410705089569
ml_latest_small,coupled_nmf,3,898,3,1.6834909915924072,"f4,f12,f26","f4,f12,f26,f1,f15","f4,f12,f26,f1,f15,f33,f10,f32,f23,f30",0.10182628780603409,0.14551900327205658,0.2271503210067749,0.40642133355140686
